,Unnamed: 0,price,location,sqm,extra,text,link,rooms,Épület típusa,Közös költség,Fűtés,Minimum bérlési idő,Berendezés,Emelet,Lift,Kilátás,Erkélyek száma,Min. bérlési idő,Energiatanúsítvány,Ház jellege,Ingatlan állapota,Komfort fokozat,Parkolási lehetőség,Épület szintjei,Rezsi költség,Beköltözhető,Mosógép van,Építés éve,Melegvíz,Konyhai szellőzés,Tájolás,Belmagasság,Közös költségben,Városrész,Különnyíló szoba,Amerikai konyha,Gyermekbarát,Hall,Kisállat,Kábeltévé szolgáltató,Kaució,Diákoknak,Hónapokra is,Bérleti díj hónapokra,Kaució hónapokra,Társasház neve,Dohányzás
862,862,249000,"Taksony utca Budapest, XIII. kerület",54,"{'Épület típusa': 'Lakás', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Kertre néző', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'B', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Házközponti', 'Tájolás': 'Dél', 'Épület szintjei': '7'}","
Részletek
A XIII. kerület egyik legkedveltebb részén Dózsa György úti metrómegállónál kiadó AZONNAL KÖLTÖZHETŐ, BÚTOROZOTT lakás. 2 szoba + erkéllyel + saját tárolóval + parkolóval jó közlekedés mellett

A tároló a -1 szinti parkolórészen található.

A PARKOLÓ
A lakással együtt bérelhető szükség esetén egy parkolóhely (havi 25.000 Ft+rezsi), amely a teremgarázs -1 szinti részén helyezkedik el. Nagy méretű, jól parkolható.

The XIII. FURNISHED apartment for rent in one of the most popular parts of the district near the Dózsa György út metro stop. 2 rooms + balcony + private storage + parking with good transport links

The storage is located in the parking area on level -1.

THE PARKING LOT
If necessary, a parking space can be rented together with the apartment (HUF 25,000 per month + utilities), which is located on the -1st floor of the indoor garage. Large size, easy to park.

Térkép
XIII. kerület, Taksony utca

",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-taksony-utca-54m2-1-szoba_744647,1.0,Lakás,,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",2,Van,Kertre néző,,Legalább 1 év,B,,Kiváló,Összkomfortos,,7,,,,,Házközponti,,Dél,,,,,,,,,,,,,,,,
863,863,300000,"Királyhágó utca Budapest, XII. kerület",75,"{'Épület típusa': 'Lakás', 'Közös költség': '30 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-02', 'Berendezés': 'Üres, gépesített', 'Különnyíló szoba': '3', 'Emelet': '1', 'Kilátás': 'Utcai, csendes', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Kisállat': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Épület szintjei': '3'}","
Részletek
Hosszútávra kiadó a XII. kerületben, a Királyhágó utcában egy 75 nm-es, 3 szobás lakás.

Az ingatlan FELÚJÍTOTT, BÚTOROZATLAN, GÉPESÍTETT.
Mindhárom szobája KÜLÖN NYÍLÓ, napfényes, csendes, utcára néző kilátással.
Az egyik szobához tartozik egy 2 nm-es ERKÉLY.
A fürdőszoba(kádas) és a mellékhelyiség egy légtérben található, de van egy különálló wc is.

Közös költség 30.800 Ft/hó.

Kisállat HOZHATÓ.

Az ingatlan IRODÁNAK is kiadó.

Elhelyezkedése kiváló, rövid sétatávolságon belül elérhető a 17, 59, 61-es villamos, 21, 39, 105, 140, 212, 221-es busz.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.

",https://www.alberlet.hu/kiado_alberlet/budapest-XII-kerulet-kiralyhago-utca-75m2-3-szoba_721963,3.0,Lakás,30 000 Ft/hó,Cirkó,Legalább 1 év,"Üres, gépesített",1,,"Utcai, csendes",1,Legalább 1 év,Nem adott,,Felújított,Duplakomfortos,,3,,2024-04-02,,,,,,,,,3,,,,Igen,,,,,,,,
864,864,360000,"Párkány utca Budapest, XIII. kerület",75,"{'Épület típusa': 'Lakás', 'Közös költség': '25 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Komfort fokozat': 'Komfortos'}","
Részletek
A Párkány utca 4. szám alatt 75 nm-es új 2 szobás, 9 nm-es erkélyes lakás kiadó. A lakás bútorozott, gépesített, klímával felszerelt.
Háziállat nem megengedett

Ár =360.000 Ft / Hó
Közös költség = 25.000 Ft
Kaució = 3 havi bérleti díj
Rezsi költség = fogyasztásonként
Parkolás: GARÁZS igény szerint
Mostantól elérhető

Bővebb információért vagy az ingatlan megtekintéséért forduljon hozzám bizalommal!
Angolul és magyarul beszélek
Magyarul is beszélek!
Hivatkozási szám: LHV41
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-parkany-utca-75m2-3-szoba_732529,3.0,Lakás,25 000 Ft/hó,Házközponti,Legalább 1 év,"Berendezett, gépesített",1,Van,Utcai,,Legalább 1 év,Nem adott,,,Komfortos,,,,,,,,,,,,,,,,,,,,,,,,,
865,865,907000,"Utas utca Budapest, II. kerület",170,"{'Épület típusa': 'Lakás', 'Városrész': 'Pasarét', 'Kaució': '1 818 000 Ft', 'Közös költség': '25 000 Ft/hó', 'Rezsi költség': '40 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '4', 'Emelet': '1', 'Kilátás': 'Panorámás', 'Erkélyek száma': '2', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Gyermekbarát': 'Igen', 'Kisállat': 'Igen', 'Hall': 'Van', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Építés éve': '1987', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Konyhai szellőzés': 'Elszívó és ablak', 'Parkolási lehetőség': 'Zárható garázs', 'Épület szintjei': '1', 'Közös költségben': 'Szemétszállítás'}","
Lakás jellemzők: Fürdőkád, Zuhanyzó, Privát fürdőszoba Részletek
Törökvészen KIADÓ a II kerületben az Utas utcában egy 170nm-es belső kétszintes  KLIMÁS, megegyezezés szerint BÚTOROZOTTAN vagy BUTOROZATLANUL, GÉPESÍTETT LUXUS DUPLEX lakás hatalmas 50nm terasszal . Fürdökben és a konyhában padlófütés.            
-1 kocsinak garázs fütött lejáróval.            

HELYISÉGEK: hall, 40 nm-es nappali, 4 hálószoba, étkező, konyha, kamra, 2 furdoszoba mosókonyha, terasz            
GARÁZS
1 parkolóval, még egy lehetséges + 100 euróért. 
közös költség 28500, rezsi        

TELJESEN GÉPESÍTETT: mosogatógép, főzőlap, sütő, hűtő, mosógép.            
Kisállat megbeszélhető.
Dohányzás nem megengedett. Gyerekbarát lakás.            
Ajánlott pároknak, üzletembereknek.    Családoknak        

Két hónap kaució szükséges a beköltözéskor. minimum 1 évre kiadó. AZONNAL KÖLTÖZHETŐ hosszútávra.                      
Csendes környék, 11-es busz a közelben áll meg.            
 I SPEAK ENGLISH!          

Scroll down for english
DUPLEX apartment FOR RENT in th e 2nd  district in Utas street  in Torokvesz area.            
It is  FULLY EQUIPPED and FURNISHED apartment with A/C  is 1909sqm with hall, 40 sqm livingroom, 4 bedrooms, dining room, kitchen, storage room, laundry room, sauna, 2 huge TERRACES  (50sqm and 20sqm)and a panoramic view   
Only 1 garazs parking       

Many International Schools nearby.      

Deposit: 2 months rent fee            
Rent fee: 2700€ +utilities            
Sorry NO smoking 
Well behaved PET is allowed.        

Can be moved in immediately for long term (for a min 1 year)                  
Only for demanding tenants with reference.            
Please feel free to contact me on weekends as well.
Környék: Széll Kálmán tér
Környék egyéb: Rozsadomb, Mammut, Budagyöngye, BRITISH SCHOOL,GGIS, 
Közlekedés egyéb: Rozsakert Center, Pasaréti tér
",https://www.alberlet.hu/kiado_alberlet/budapest-II-kerulet-utas-utca-170m2-6-szoba_588653,6.0,Lakás,25 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",1,,Panorámás,2,Legalább 1 év,Nem adott,,Felújított,Duplakomfortos,Zárható garázs,1,40 000 Ft/hó,,Igen,1987,,Elszívó és ablak,,,Szemétszállítás,Pasarét,4,Van,Igen,Van,Igen,,1 818 000 Ft,,,,,,
866,866,230000,"Gyakorló köz Budapest, X. kerület",54,"{'Épület típusa': 'Lakás', 'Városrész': 'Gyakorló utcai lakótelep', 'Közös költség': '13 000 Ft/hó', 'Fűtés': 'Távfűtés mérőórával', 'Berendezés': 'Részben berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '5', 'Lift': 'Van', 'Kilátás': 'Parkra néző', 'Erkélyek száma': '1', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Lakótelepi', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '10', 'Közös költségben': 'Épület takarítás, Parkfenntartás, Lift üzemeltetés'}","
Lakás jellemzők: Ajtórács, Fürdőkád, Gardróbszoba, Külön WC, Terasz, Redőny, Szúnyogháló, Műanyag ablak Épület jellemzők: Felújított épület, Felújított homlokzat, Felújított lépcsőház, Fűtéskorszerűsített, Közelben parkolóház, Panelprogramban felújított, Parkolóudvar a közelben Felszereltség: Klíma Részletek
Kiadó hoszú távra, ötödik emeleti panellakásunk. A lakás szuper helyen van, nem kell buszra szállni vagy kocsiba ülni, ha bevásárolna, étterembe menne, shoppingolna, vagy akár moziba menne....

•54 NM 2 SZOBA, KONYHA, KÁDAS FÜRDŐ, WC, GARDRÓB, ERKÉLY
•LÉGKONDI mindkét szobában
•Műanyag ablakok és redőnyök,rolós szúnyoghálóval
•CSENDES, TISZTA, SZÉP ÁLLAPOTÚ, SZIGETELT HÁZ
•PARKRA NÉZŐ kilátás

X. kerületben Örs Vezér tértől pár percre gyalog, vagy egy buszmegállóra, biztonsági kamerákkal ellátott Gyakorló utcai lakótelepen 54 nm-es, 2 egész szobás+ gardób ""szoba"", parkra néző, erkélyes, vízórás, frissen festett, 54nm-es, légkondis (mindkét szobában van), műanyag nyílászárós, redőnyös, rolós szúnyoghálós, ötödik emeleti panellakás.
Ritkaság paneleknél: a fűtés egyedi mérős, fűtésszabályozóval, amit havonta távleolvasással olvasnak le, így havonta annyit fizet a fűtésre amennyit fogyaszt.
A bérléshez 2 hónap kaució szükséges, és a bérleti díjat, előre kérjük.
Rezsi utólagos elszámolás alapján.
közösköltség 13.000 Ft
Parkolás közvetlenül a ház előtt, fizetős.
Érdeklődni reggel 8-tól-este 21 óráig.
Dohányzás nem lehetséges sem az ingatlanban, sem az erkélyen. Kisállat nem hozható.

INGATLANOSOK NE HÍVJANAK, KÖSZÖNÖM!!!!
Környék egyéb: Örs Vezér Tere
Közlekedés: Metro 2 piros
Közlekedés egyéb: Minden ami az Örs Vezér teréről indul
",https://www.alberlet.hu/kiado_alberlet/budapest-X-kerulet-gyakorlo-koz-54m2-2-szoba_745005,2.0,Lakás,13 000 Ft/hó,Távfűtés mérőórával,,"Részben berendezett, gépesített",5,Van,Parkra néző,1,,Nem adott,Lakótelepi,,,Fizetős parkoló övezet,10,,,,,,,,,"Épület takarítás, Parkfenntartás, Lift üzemeltetés",Gyakorló utcai lakótelep,2,,,,,,,,,,,,
867,867,550000,"Murányi utca Budapest, VII. kerület",93,"{'Épület típusa': 'Lakás', 'Városrész': 'Külső-Erzsébetváros – Ligetváros', 'Közös költség': '24 000 Ft/hó', 'Rezsi költség': '32 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Luxus', 'Különnyíló szoba': '3', 'Emelet': '6', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Duplakomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '6'}","
Felszereltség: Jacuzzi Részletek
Kiadò penthouse lakás egy ùjèpítèsű társasház legfelső emeletèn. A lakás legfőbb különlegessége hatalmas terasza, melyről gyönyörű kilátás nyílik egészen a Citadelláig. A kilátásban a teraszon elhelyezett 5 fős jakuzziból is gyönyörködhetünk.
A lakás egy óriási, panorámás, amerikai konyhás nappaliból, három hálószobából és két fürdőszobából áll. A nappali és a konyha egyedileg bútorozottak, a hálószobák bútorzata pedig opcionális, igény szerint franciaágy, egyszemélyes ágy, vagy íróasztal választható.

A lakás 3 havi kaucióval, közjegyzői okirattal, akár azonnal költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-VII-kerulet-muranyi-utca-93m2-4-szoba_744845,3.5,Lakás,24 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,Luxus,6,Van,Panorámás,1,Legalább 1 év,Nem adott,,Kiváló,Duplakomfortos,Mélygarázs,6,32 000 Ft/hó,2024-04-15,,,,,,,,Külső-Erzsébetváros – Ligetváros,3,,,,,,,,,,,,
868,868,493000,"Károly körút Budapest, VII. kerület",145,"{'Épület típusa': 'Lakás', 'Városrész': 'Belső-Erzsébetváros', 'Közös költség': '25 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-11', 'Berendezés': 'Részben berendezett', 'Különnyíló szoba': '3', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Jó', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Házközponti egyedi mérővel', 'Konyhai szellőzés': 'Elszívó és ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Délnyugat', 'Épület szintjei': '6', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Részletek
Jelenleg  irodának használt, de rövid távú bérbeadásra is tökéletes, szeparálható,135 nm-s, duplakomfortos, egyedi mérésű házközponti-fűtéses, vízórás, lakossági áramtarifával működő, klímatizált ingatlanterület hosszú távra , megtekintett állapotban, tulajdonostól, bútorozatlan állapotban kiadó. A 3 db 25--25-35 nm-s szoba a Károly krt-ra néz, a félszoba a belső körfolyosóra. Az épület első szintjén helyezkedik el, egész nap világos. Feltételek: 2 havi kaució, EUR-ban fixált bérleti díj./1250 eur/  Havi rezsi: kb 50 eft ebben a telefont/internetet/kábelTV-t kivéve minden benne van. Megtekintés: jellemzően a reggeli/délelőtti órákban, hétköznapokon.
",https://www.alberlet.hu/kiado_alberlet/budapest-VII-kerulet-karoly-korut-145m2-4-szoba_744409,3.5,Lakás,25 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,Részben berendezett,1,Van,Utcai,,Legalább 1 év,Nem adott,Társasház,Jó,Összkomfortos,Fizetős parkoló övezet,6,25 000 Ft/hó,2024-04-11,,,Házközponti egyedi mérővel,Elszívó és ablak,Délnyugat,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Belső-Erzsébetváros,3,,,,,,,,,,,,
869,869,1000000,"Országház utca Budapest, I. kerület",160,"{'Épület típusa': 'Lakás', 'Városrész': 'Víziváros – Váralja', 'Közös költség': '200 000 Ft/hó', 'Rezsi költség': '50 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Üres', 'Emelet': '4', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott'}","
Részletek
**SCROLL FOR ENGLISH**

Budai Várban, 2000 után épült liftes épületben három hálószobás, panorámás luxus penthouse kiadó.

4 szoba, gépesített konyha, étkező, 2 fürdőszoba jacuzzival, wc, háztartási helyiség, előszoba is található. 
A lakáshoz tartozik 2 saját teremgarázshely, 1 tároló, fitness-wellness terem használat, saját bortrezorok valamint 24 órás portaszolgálat!

Közös költség 200.000 Ft., kisállat nem jöhet.

Minimum egy éves szerződéssel, 3 havi kaució és első havi lakbér ellenében AZONNAL KÖLTÖZHETŐ.

**ENGLISH**

Three-bedroom + living room, luxurious penthouse with panoramic views is for rent.

Modern building with elevator.

There are 4 rooms, mechanized kitchen, dining room, 2 bathrooms with jacuzzi, toilet, utility room, hallway. 

The apartment has 2 private garage spaces, 1 storage room, fitness-wellness room use, own wine vaults and 24-hour reception!

Common cost 200.000 HUF, pets are not allowed.

With a minimum one-year contract, 3 months deposit and first month's rent, you can move IMMEDIATELY.
",https://www.alberlet.hu/kiado_alberlet/budapest-I-kerulet-orszaghaz-utca-160m2-4-szoba_742394,4.0,Lakás,200 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,Üres,4,Van,Panorámás,,Legalább 1 év,Nem adott,,,,,,50 000 Ft/hó,,,,,,,,,Víziváros – Váralja,,,,,,,,,,,,,
870,870,225000,"Balázs Béla utca Budapest, IX. kerület",48,"{'Épület típusa': 'Lakás', 'Városrész': 'Ferencváros', 'Közös költség': '12 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': '2000 után épült (Újszerű)', 'Épület szintjei': '6'}","
Részletek
**SCROLL FOR ENGLISH**

Kiadó egy nappali + hálós, erkélyes, klímás bútorozott, csendes lakás újépítésű társasházban.  

KIVÁLÓ TÖMEGKÖZLEKEDÉS, PARKOLÁS utcán fizetős, MÉLYGARÁZS bérelhető.  

TÁGAS NAPPALI, gépesített AMERIKAI KONYHA (mikró, elektromos főzőlap és sütő, hűtő/fagyasztó), fürdőszoba KÁDDAL   

Közös KERTHASZNÁLAT a belső udvaron.  

KÖZÖS KÖLTSÉG 12.000 Ft.  
Kisállat nem jöhet.  

AZONNAL költözhető, melyhez 2 havi kaució és egy havi bérleti díj szükséges  

**ENGLISH**

For rent is a living room + bedroom, balcony, air-conditioned, quiet apartment in a newly built condominium.  

EXCELLENT PUBLIC TRANSPORT, PARKING on the street paid, UNDERGROUND PARKING can be rented.  

SPACIOUS LIVING ROOM, MECHANIZED AMERICAN KITCHEN (microwave, electric hob and oven, fridge/freezer), bathroom with BATHTUB   

Common GARDEN use in the inner courtyard.  

COMMON COST: 12.000 HUF.  
Pets are not allowed.  

Can be moved IMMEDIATELY, which requires 2 months deposit and one month's rent
",https://www.alberlet.hu/kiado_alberlet/budapest-IX-kerulet-balazs-bela-utca-48m2-2-szoba_742705,1.5,Lakás,12 000 Ft/hó,Házközponti,Legalább 1 év,"Berendezett, gépesített",2,Van,Utcai,1,Legalább 1 év,Nem adott,2000 után épült (Újszerű),,,,6,15 000 Ft/hó,,,,,,,,,Ferencváros,,,,,,,,,,,,,
871,871,320000,"Székely Bertalan utca Budapest, VI. kerület",56,"{'Épület típusa': 'Lakás', 'Közös költség': '20 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Udvari', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Komfortos'}","
Részletek
6. kerületben, a Székely Bertalan utca 5. szám alatt 56nm-es felújított 2 szobás lakás KIADÓ 1. emeleti lakás. bútorozott és az UDVAR felé néz.

Háziállat nem megengedett

Ár = 320000 Ft /hó
Közös költség = 20000 Ft
Közüzemi költségek = Fogyasztásonként
Kaució: 2 hónap

Mostantól elérhető
Az Airbnb NEM engedélyezett.

További információért küldj üzenetet Whatsappon keresztül: +36 70 999 6666
Angolul és magyarul beszélek
Magyarul is beszélek!
Hivatkozási szám: VJSZB1
",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-szekely-bertalan-utca-56m2-3-szoba_743592,3.0,Lakás,20 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Berendezett, gépesített",1,Van,Udvari,,Legalább 1 év,Nem adott,,Felújított,Komfortos,,,,,,,,,,,,,,,,,,,,,,,,,
